항공사명,한글항공사명,IATA코드,ICAO코드,항공사상태,사업모델,국가,지역,,
Tortug Air,토르터그 에어,,,Active,Regional/Commuter,Haiti,Caribbean,,
Total Linhas Aereas,토탈린하스 항공,,TTL,Active,Charter,Brazil,Upper South America,,
Toumai Air Tchad,투마이 에어차드,9D,,Grounded,Regional/Commuter,Chad,Central/Western Africa,,
Tracep Congo Aviation,트라셉 콩고 항공,,,Grounded,Charter,Democratic Republic of the Congo,Central/Western Africa,,
Tradecraft Air Nigeria,트레이드크래프트에어,,TCA,Active,Charter,Nigeria,Central/Western Africa,,
Tradewind Aviation,트레이드윈항공,TJ,,Active,,United States of America,North America,,
Trans Air Cargo Service,트랜스에어 화물 항공,,,Active,Cargo,Democratic Republic of the Congo,Central/Western Africa,,
Trans Air Congo,트랜스에어콩고,Q8,TSG,Active,Full Service Carrier,Republic of the Congo,Central/Western Africa,,
Trans Arabian Air Transport,트랜스아라비안항공운송,,TRT,Grounded,Charter,Sudan,North Africa,,
Trans Island Air 2000,트랜스아일랜드항공 2000,,,Active,Charter,Barbados,Caribbean,,
Trans Maldivian Airways,트랜스몰디브에어웨이,M8,TMW,Active,Regional/Commuter,Maldives,South Asia,,
Trans Nation Airways,트랜스 네이션 에어웨이,,TNW,Active,Charter,Ethiopia,Eastern Africa,,
Trans Niugini Tours,트랜스 뉴기니 투어,,,Active,Charter,Papua New Guinea,Southwest Pacific,,
Trans North Aviation,트랜스 노스항공,,,Active,,United States of America,North America,,
Trans States Airlines,트랜스 스테이트 항공,AX,LOF,Grounded,Regional/Commuter,United States of America,North America,,
Trans-Mediterranean Airways SAL,TMA 화물항공,T2,,Grounded,Cargo,Lebanon,Middle East,,
Transaero Airlines,트랜스에어로 항공,UN,,Grounded,Full Service Carrier,Russian Federation,Eastern/Central Europe,,
Transair,트랜스에어 ,R9,MUI,Active,Cargo,United States of America,North America,,
Transair Senegal,트랜스에어 세네갈,R2,GTS,Active,Charter,Senegal,Central/Western Africa,,
TransAsia Airways,트랜스아시아항공,GE,TNA,Grounded,Full Service Carrier,Taiwan,North East Asia,,
Transavia,트랜사비아,HV,TRA,Active,Low Cost Carrier,Netherlands,Western Europe,,
Transavia Denmark,트랜사비아 덴마크,,TDK,Grounded,Low Cost Carrier,Denmark,Western Europe,,
Transavia France,트란스아비아 프랑스,TO,TVF,Active,Low Cost Carrier,France,Western Europe,,
TransAVIAexport Airlines,트랜스아비아익스포트항공,,TXC,Active,Cargo,Belarus,Eastern/Central Europe,,
Transcarga International Airways,트랜스카가,T7,TIW,Active,Cargo,Venezuela,Upper South America,,
TransGlobal Airways,트랜스글로벌에어웨이,,,Active,Cargo,Philippines,South East Asia,,
Transliz Aviation,트랜슬리즈에비에이션,,TLZ,Active,Cargo,Sao Tome and Principe,Central/Western Africa,,
TransNusa Air Services,트랜스누사 항공 서비스,8B,TNU,Active,Charter,Indonesia,South East Asia,,
Transporte Aereo Militar,TAM 군용항공운송,2E,,Grounded,Full Service Carrier,Bolivia,Upper South America,,
Transportes Aereos Guatemaltecos,트랜스포트 에어로 과테말라,5U,TGU,Active,Full Service Carrier,Guatemala,Central America,,
Transportes Aereos Bolivianos,트랜스포트 에어로 볼리비안,2L,BOL,Active,Cargo,Bolivia,Upper South America,,
Transportes Interilhas de Cabo Verde (TICV),TICV 항공,3B,NTB,Active,Regional/Commuter,Cape Verde,Central/Western Africa,,
Transwest Air,트랜스웨스트 에어,4T,,Active,Regional/Commuter,Canada,North America,,
Transwisata Air,트란스위사타 항공,,,Active,Charter,Indonesia,South East Asia,,
Transworld Air Freighters,트랜스월드 에어프레이터,,,Active,Cargo,Jordan,Middle East,,
Trast Aero,트라스트에어로,,,Grounded,Cargo,Kyrgyzstan,Central Asia,,
Travel Air (PNG),트래블 항공(파부아뉴기니),4P,,Grounded,Full Service Carrier,Papua New Guinea,Southwest Pacific,,
Travira Air,트라비라 에어,,TVV,Active,Charter,Indonesia,South East Asia,,
Trawel Fly,트롤 플라이,,,Grounded,Charter,Italy,Western Europe,,
Trigana Air,트라이가나항공,IL,TGN,Active,Regional/Commuter,Indonesia,South East Asia,,
TRIP Linhas Aereas,TRIP 항공,T4,TIB,Grounded,Regional/Commuter,Brazil,Upper South America,,
Tristar Air,트리스타에어,,TSY,Grounded,Charter,Egypt,North Africa,,
Tropic Air,트로픽에어,9N,TOS,Active,Regional/Commuter,Belize,Central America,,
Tropical Air,트로피칼 항공,,,Active,Charter,Tanzania,Eastern Africa,,
Tropical Air Gabon,가본 트로피칼 항공,,,Active,Full Service Carrier,Gabon,Central/Western Africa,,
TruJet,트루 젯,2T,TRJ,Active,Low Cost Carrier,India,South Asia,,
Trump Air,트럼프 항공,,,Grounded,Full Service Carrier,United States of America,North America,,
Trupi Air,트루피 항공,,,Failed startup,,Curacao,Caribbean,,
Tsaradia,차라디아,TZ,TDS,Active,Full Service Carrier,Madagascar,Southern Africa,,
Tu AerolInea,투아에롤리나 항공,,,Active,,Bolivia,Upper South America,,
TUI Airlines Netherlands,TUI 네덜랜드 항공,OR,TFL,Active,Charter,Netherlands,Western Europe,,
TUI Airways Ltd,TUI 에어웨이,BY,TOM,Active,Charter,United Kingdom,Western Europe,,
TUI fly Belgium,TUI 플라이 벨기에,TB,JAF,Active,Charter,Belgium,Western Europe,,
TUIfly,TUI 플라이,X3,TUI,Active,Charter,Germany,Western Europe,,
TUIfly Nordic AB,TUI 플라이 노르딕 AB,6B,BLX,Active,Charter,Sweden,Western Europe,,
Tulpar Air,툴파 에어,,TUL,Grounded,Full Service Carrier,Russian Federation,Eastern/Central Europe,,
Tulpar Air Service,툴파항공서비스,,,Grounded,Charter,Kazakhstan,Central Asia,,
Tunisair,튀니지에어,TU,TAR,Active,Full Service Carrier,Tunisia,North Africa,,
Tunisair Express,튀니지 익스프레스,UG,TUX,Active,Regional/Commuter,Tunisia,North Africa,,
Tunisavia,튀니지,,TAJ,Active,Charter,Tunisia,North Africa,,
Turan Air,투란에어,3T,URN,Grounded,Full Service Carrier,Azerbaijan,Eastern/Central Europe,,
Turbot Air Cargo,투보트에어카고,,,Active,Cargo,Senegal,Central/Western Africa,,
Turkietresor,터키여행 항공,,,Active,Charter,Sweden,Western Europe,,
Turkish Airlines,터키항공,TK,THY,Active,Full Service Carrier,Turkey,Eastern/Central Europe,,
Turkmenistan Airlines,투르크메니스탄항공,T5,TUA,Active,Full Service Carrier,Turkmenistan,Central Asia,,
Turks Air,턱스 에어,,,Grounded,Cargo,Turks and Caicos Islands,Caribbean,,
Turpial Airlines,터피알 항공,T9,VTU,Active,Full Service Carrier,Venezuela,Upper South America,,
Turuhan Airlines,투루칸 항공,,TRH,Active,Charter,Russian Federation,Eastern/Central Europe,,
Tus Airways,투스에어웨이,U8,CYF,Active,Full Service Carrier,Cyprus,Eastern/Central Europe,,
Tuva Avia,투바항공,,,Active,Charter,Russian Federation,Eastern/Central Europe,,
Twin Jet,트윈제트,T7,TJT,Active,Regional/Commuter,France,Western Europe,,
TwoFlex,투플랙스 항공,2F,OWT,Active,Regional/Commuter,Brazil,Upper South America,,
Tyrolean Airways,티로리안항공,VO,,Grounded,Regional/Commuter,Austria,Western Europe,,
U Airlines,U 에어라인 ,,,Active,Charter,Thailand,South East Asia,,
Uganda Air Cargo,우간다에어카고,,UCC,Active,Cargo,Uganda,Eastern Africa,,
Uganda Airlines,우간다항공 ,UR,UGD,Active,Full Service Carrier,Uganda,Eastern Africa,,
Ukraine Air Alliance,우크라이나에어얼라이언스,,UKL,Grounded,Cargo,Ukraine,Eastern/Central Europe,,
Ukraine Air Enterprise,우크라이나 에어 엔터프라이즈,,UKN,Active,Charter,Ukraine,Eastern/Central Europe,,
Ukraine International Airlines,우크라이나국제항공,PS,AUI,Active,Full Service Carrier,Ukraine,Eastern/Central Europe,,
Ukrainian Cargo Airways,우크라이나 화물항공,6O,,Grounded,Cargo,Ukraine,Eastern/Central Europe,,
Ukrainian Wings,우크라이나 윙즈,,UWJ,Startup,Charter,Ukraine,Eastern/Central Europe,,
Ulendo Airlink,울렌도 에어링크,W4,NYS,Active,Charter,Malawi,Southern Africa,,
ULS Airlines Cargo,ULS 화물항공,GO,KZU,Active,Cargo,Turkey,Eastern/Central Europe,,
Ultimate Air Shuttle,울티메이트 젯차터,,,Active,Regional/Commuter,United States of America,North America,,
Ultimate Jetcharters,얼티미트 전세항공,UE,UJC,Active,Charter,United States of America,North America,,
Ultra Air,울트라에어,,,Startup,Low Cost Carrier,Colombia,Upper South America,,
UM Air,유엠 항공,,,Active,Full Service Carrier,Ukraine,Eastern/Central Europe,,
Uni Air,유니항공,B7,UIA,Active,Full Service Carrier,Taiwan,North East Asia,,
Uni-Top Airlines,유니 탑 항공,UW,UTP,Active,Cargo,China,North East Asia,,
Union Express Charter Airline,유니온 익스프레스 전세항공,,,Active,Charter,Myanmar,South East Asia,,
Unique Air,유니크 에어,6U,,Active,Cargo,United Arab Emirates,Middle East,,
United Airlines,유나이티드항공,UA,UAL,Active,Full Service Carrier,United States of America,North America,,
United Airways Bangladesh,유나이타드 에어웨이즈 방글라데시,4H,,Grounded,Full Service Carrier,Bangladesh,South Asia,,
United Nigeria,유나이티드 나이지리아,,,Active,Regional/Commuter,Nigeria,Central/Western Africa,,
Unity Air,유나이티에어(가나),,AFD,Active,Regional/Commuter,Ghana,Central/Western Africa,,
Uniworld Air Cargo,유니월드에어카고,U7,UCG,Active,Cargo,Panama,Central America,,
UP,UP 항공,,,Grounded,Low Cost Carrier,Israel,Middle East,,
UPS,UPS,5X,UPS,Active,Cargo,United States of America,North America,,
UR Airlines,UR 항공,UD,UBD,Active,Full Service Carrier,Iraq,Middle East,,
Ural Airlines,우랄항공,U6,SVR,Active,Full Service Carrier,Russian Federation,Eastern/Central Europe,,
Urumqi Air,우루무치 에어,UQ,CUH,Active,Low Cost Carrier,China,North East Asia,,
US Airways,US 에어웨이즈,US,,Grounded,Full Service Carrier,United States of America,North America,,
US-Bangla Airlines,US 방글라 항공,BS,UBG,Active,Full Service Carrier,Bangladesh,South Asia,,
USA 3000 Airlines,Usa 3000 항공,U5,GWY,Grounded,Low Cost Carrier,United States of America,North America,,
USA Jet Airlines,미국제트항공,UJ,JUS,Active,Cargo,United States of America,North America,,
USGlobal Airways,US 글로벌 항공,,,Startup,Charter,United States of America,North America,,
uSKY AIR,유스카이 항공,,URI,Startup,Low Cost Carrier,South Korea,North East Asia,,
UTair Aviation,유테어 항공,UT,UTA,Active,Full Service Carrier,Russian Federation,Eastern/Central Europe,,
UTAir Cargo,튜멘스페카비아,,UTR,Active,Cargo,Russian Federation,Eastern/Central Europe,,
UTair Europe,유테어 유럽,,,Active,Charter,Slovakia,Eastern/Central Europe,,
UTair Express,유테어 익스프레스,UR,,Grounded,Regional/Commuter,Russian Federation,Eastern/Central Europe,,
UVT-Aero,유브이티 아에로,RT,UVT,Active,Regional/Commuter,Russian Federation,Eastern/Central Europe,,
Uzbekistan Airways,우즈베키스탄항공,HY,UZB,Active,Full Service Carrier,Uzbekistan,Central Asia,,
V Air,V 항공,,VAX,Grounded,Low Cost Carrier,Taiwan,North East Asia,,
Valan International Cargo Charter,발란 국제 화물 차터,,VLN,Active,Cargo,Moldova,Eastern/Central Europe,,
Valorfly,벨러플라이,,,Active,Charter,Malta,Western Europe,,
Valuair,발루 항공,VF,,Grounded,Low Cost Carrier,Singapore,South East Asia,,
Van Air Europe,반에어유럽,V9,VAA,Active,Charter,Czech Republic,Eastern/Central Europe,,
Van Airlines,반 항공,,,Startup,Full Service Carrier,Turkey,Eastern/Central Europe,,
Vanilla Air,바닐라 에어,JW,,Grounded,Low Cost Carrier,Japan,North East Asia,,
Varesh Airlines,바레시항공,,VRH,Active,Full Service Carrier,Iran,Middle East,,
Varig Logistica,바리그 로지스티카,LC,VLO,Grounded,Cargo,Brazil,Upper South America,,
Varsity Express,바스티 익스프레스,,,Grounded,Regional/Commuter,United Kingdom,Western Europe,,
VECA Airlines,VECA 항공,VU,,Grounded,Low Cost Carrier,El Salvador,Central America,,
Velvet Sky,벨벳 스카이 항공,VZ,,Grounded,Regional/Commuter,South Africa,Southern Africa,,
Venezolana,베네졸라나,,VNE,Active,Charter,Venezuela,Upper South America,,
Vensecar Internacional,벤세카 인터내셔널,V4,VEC,Active,Cargo,Venezuela,Upper South America,,
Ventura Airconnect,벤츄라 에어컨넥트,,,Active,Regional/Commuter,India,South Asia,,
VI Airlink,VI 에어링크,V6,VIL,Active,Charter,British Virgin Islands,Caribbean,,
Victoria International Airways,빅토리아인터내셔널에어웨이,,,Failed startup,Charter,Spain,Western Europe,,
Vieques Air Link,비에케스 에어링크,V4,VES,Active,Regional/Commuter,Puerto Rico,North America,,
VietJet Air,비엣젯,VJ,VJC,Active,Low Cost Carrier,Vietnam,South East Asia,,
Vietnam Airlines,베트남항공,VN,HVN,Active,Full Service Carrier,Vietnam,South East Asia,,
Vietravel Airlines,비엣트래블 항공,VU,VAG,Active,Charter,Vietnam,South East Asia,,
Vietstar Airlines,비에스타항공,,VSM,Active,Charter,Vietnam,South East Asia,,
Viking Airlines,바이킹항공,4P,,Grounded,Charter,Sweden,Western Europe,,
Viking International Airlines,바이킹 국제 항공,,,Failed startup,Charter,Norway,Western Europe,,
VIM Airlines,VIM 항공,NN,MOV,Grounded,Full Service Carrier,Russian Federation,Eastern/Central Europe,,
Vincent Aviation Australia,빈센트 호주 항공,BF,,Grounded,Regional/Commuter,Australia,Southwest Pacific,,
Vincent Aviation New Zealand,빈센트 뉴질랜드 항공,,,Grounded,Regional/Commuter,New Zealand,Southwest Pacific,,
Vinpearl Air,빈펄 항공,,,Failed startup,Full Service Carrier,Vietnam,South East Asia,,
Virgin America,버진아메리카,VX,VRD,Grounded,Low Cost Carrier,United States of America,North America,,
Virgin Atlantic Airways,버진아틀랜틱항공,VS,VIR,Active,Full Service Carrier,United Kingdom,Western Europe,,
Virgin Australia,버진오스트레일리아,VA,VOZ,Active,Full Service Carrier,Australia,Southwest Pacific,,
Virgin Australia Regional Airlines,버진 오스트레일리아 리저널 항공,,,Active,Regional/Commuter,Australia,Southwest Pacific,,
Virgin Nigeria,버진나이지리아,,,Grounded,Full Service Carrier,Nigeria,Central/Western Africa,,
Virgin Samoa,버진 사모아,,,Grounded,Full Service Carrier,Samoa,Southwest Pacific,,
Vision Air International (Pakistan),비젼 에어 인터내셔널,,VIS,Active,Charter,Pakistan,South Asia,,
Vision Airlines,비젼항공,V2,RBY,Grounded,Regional/Commuter,United States of America,North America,,
Vista Georgia,비스타 조지아,,,Active,Charter,Georgia,Eastern/Central Europe,,
Vistara,비스타라,UK,VTI,Active,Full Service Carrier,India,South Asia,,
Viva,비바 항공,VH,VVC,Active,Low Cost Carrier,Colombia,Upper South America,,
Viva Aerobus,비바 에어버스,VB,VIV,Active,Low Cost Carrier,Mexico,Central America,,
Viva Macau,비바 마카오,,,Grounded,Low Cost Carrier,Macau,North East Asia,,
Viva Peru,비바 페루,VV,VPE,Active,Low Cost Carrier,Peru,Upper South America,,
Viva Latinoamerica,비바 라틴아메리카,,,Failed startup,Low Cost Carrier,Costa Rica,Central America,,
Vizion Air,비전 항공,,,Active,Charter,Belgium,Western Europe,,
Vladivostok Air,블라디보스톡항공,XF,,Grounded,Full Service Carrier,Russian Federation,Eastern/Central Europe,,
VLM Airlines,VLM 항공,,VLM,Grounded,Charter,Belgium,Western Europe,,
VLM Airlines Brussels,VLM 항공(브뤼셀),,,Grounded,Full Service Carrier,Belgium,Western Europe,,
VLM Airlines Slovenia,VLM 항공(슬로베니아),VO,WLM,Grounded,Charter,Slovenia,Eastern/Central Europe,,
VOEPASS,보이패스 항공,2Z,PTB,Active,Regional/Commuter,Brazil,Upper South America,,
Volareweb.com,볼레어웹캡닷컴,VE,,Grounded,Regional/Commuter,Italy,Western Europe,,
Volaris,볼라리스 항공,Y4,VOI,Active,Low Cost Carrier,Mexico,Central America,,
Volaris Costa Rica,볼라리스 코스타리카,Q6,VOC,Active,Low Cost Carrier,Costa Rica,Central America,,
Volaris El Salvador,볼라리스 엘살바도르,N3,VOS,Startup,Low Cost Carrier,El Salvador,Central America,,
Volga-Dnepr Airlines,볼가-드뇌프르 항공,VI,VDA,Active,Cargo,Russian Federation,Eastern/Central Europe,,
Vologda Air Enterprise,볼로그다에어,,VGV,Active,Charter,Russian Federation,Eastern/Central Europe,,
Volotea,볼로테아,V7,VOE,Active,Low Cost Carrier,Spain,Western Europe,,
Vostok Airlines,보스톡항공,,VTK,Active,Charter,Russian Federation,Eastern/Central Europe,,
Voyageur Airways,보야주르항공,VC,VAL,Active,Charter,Canada,North America,,
VRL,VRL 항공,,,Failed startup,,India,South Asia,,
Vueling,부엘링 항공,VY,VLG,Active,Low Cost Carrier,Spain,Western Europe,,
Vule Airways,VULE 항공,,,Startup,Full Service Carrier,Uganda,Eastern Africa,,
VVB,VVB 항공,,,Active,Charter,United Kingdom,Western Europe,,
VVB Aviation Malta,VVB 몰타 항공,IV,,Active,Charter,Malta,Western Europe,,
Waltzing Matilda Aviation,왈칭 마틸다항공,,,Active,Charter,United States of America,North America,,
Wamos Air,와모스 항공,EB,PLM,Active,Charter,Spain,Western Europe,,
Warbelows Air Ventures,와벨로우 에어밴쳐,4W,WAV,Active,Regional/Commuter,United States of America,North America,,
Wasaya Airways,와사야 에어웨이,,WSG,Active,Regional/Commuter,Canada,North America,,
Wataniya Airways,와타니아 항공,,WAN,Active,Full Service Carrier,Kuwait,Middle East,,
Waves,웨이브 항공,,,Grounded,Charter,Guernsey,Western Europe,,
WDA - Wimbi Dira Airways,WDA 항공,,WDA,Grounded,Charter,Democratic Republic of the Congo,Central/Western Africa,,
Webjet Linhas Aereas,웹제트 리나스 아에레스.,WH,WEB,Grounded,Low Cost Carrier,Brazil,Upper South America,,
